banco;valor_imovel;taxa;prazo;slug;cet;ltv;prazo_maximo
Poupex;1150000;10.8;420;simulador-poupex-1150-mil-420-meses;10.95;90;420
Poupex;1200000;10.8;360;simulador-poupex-1200-mil-360-meses;10.95;90;420
Poupex;1200000;10.8;420;simulador-poupex-1200-mil-420-meses;10.95;90;420
Poupex;1250000;10.8;360;simulador-poupex-1250-mil-360-meses;10.95;90;420
Poupex;1250000;10.8;420;simulador-poupex-1250-mil-420-meses;10.95;90;420
Poupex;1300000;10.8;360;simulador-poupex-1300-mil-360-meses;10.95;90;420
Poupex;1300000;10.8;420;simulador-poupex-1300-mil-420-meses;10.95;90;420
Poupex;1350000;10.8;360;simulador-poupex-1350-mil-360-meses;10.95;90;420
Poupex;1350000;10.8;420;simulador-poupex-1350-mil-420-meses;10.95;90;420
Poupex;1400000;10.8;360;simulador-poupex-1400-mil-360-meses;10.95;90;420
Poupex;1400000;10.8;420;simulador-poupex-1400-mil-420-meses;10.95;90;420
Poupex;1450000;10.8;360;simulador-poupex-1450-mil-360-meses;10.95;90;420
Poupex;1450000;10.8;420;simulador-poupex-1450-mil-420-meses;10.95;90;420
Poupex;1500000;10.8;360;simulador-poupex-1500-mil-360-meses;10.95;90;420
Poupex;1500000;10.8;420;simulador-poupex-1500-mil-420-meses;10.95;90;420
Bari;150000;15.25;360;simulador-bari-150-mil-360-meses;15.4;60;360
Bari;150000;15.25;420;simulador-bari-150-mil-420-meses;15.4;60;360
Bari;200000;15.25;360;simulador-bari-200-mil-360-meses;15.4;60;360
Bari;200000;15.25;420;simulador-bari-200-mil-420-meses;15.4;60;360
Bari;250000;15.25;360;simulador-bari-250-mil-360-meses;15.4;60;360
Bari;250000;15.25;420;simulador-bari-250-mil-420-meses;15.4;60;360
Bari;300000;15.25;360;simulador-bari-300-mil-360-meses;15.4;60;360
Bari;300000;15.25;420;simulador-bari-300-mil-420-meses;15.4;60;360
Bari;350000;15.25;360;simulador-bari-350-mil-360-meses;15.4;60;360
Bari;350000;15.25;420;simulador-bari-350-mil-420-meses;15.4;60;360
Bari;400000;15.25;360;simulador-bari-400-mil-360-meses;15.4;60;360
Bari;400000;15.25;420;simulador-bari-400-mil-420-meses;15.4;60;360
Bari;450000;15.25;360;simulador-bari-450-mil-360-meses;15.4;60;360
Bari;450000;15.25;420;simulador-bari-450-mil-420-meses;15.4;60;360
Bari;500000;15.25;360;simulador-bari-500-mil-360-meses;15.4;60;360
Bari;500000;15.25;420;simulador-bari-500-mil-420-meses;15.4;60;360
Bari;550000;15.25;360;simulador-bari-550-mil-360-meses;15.4;60;360
Bari;550000;15.25;420;simulador-bari-550-mil-420-meses;15.4;60;360
Bari;600000;15.25;360;simulador-bari-600-mil-360-meses;15.4;60;360
Bari;600000;15.25;420;simulador-bari-600-mil-420-meses;15.4;60;360
Bari;650000;15.25;360;simulador-bari-650-mil-360-meses;15.4;60;360
Bari;650000;15.25;420;simulador-bari-650-mil-420-meses;15.4;60;360
Bari;700000;15.25;360;simulador-bari-700-mil-360-meses;15.4;60;360
Bari;700000;15.25;420;simulador-bari-700-mil-420-meses;15.4;60;360
Bari;750000;15.25;360;simulador-bari-750-mil-360-meses;15.4;60;360
Bari;750000;15.25;420;simulador-bari-750-mil-420-meses;15.4;60;360
Bari;800000;15.25;360;simulador-bari-800-mil-360-meses;15.4;60;360
Bari;800000;15.25;420;simulador-bari-800-mil-420-meses;15.4;60;360
Bari;850000;15.25;360;simulador-bari-850-mil-360-meses;15.4;60;360
Bari;850000;15.25;420;simulador-bari-850-mil-420-meses;15.4;60;360
Bari;900000;15.25;360;simulador-bari-900-mil-360-meses;15.4;60;360
Bari;900000;15.25;420;simulador-bari-900-mil-420-meses;15.4;60;360
Bari;950000;15.25;360;simulador-bari-950-mil-360-meses;15.4;60;360
Bari;950000;15.25;420;simulador-bari-950-mil-420-meses;15.4;60;360
Bari;1000000;15.25;360;simulador-bari-1000-mil-360-meses;15.4;60;360
Bari;1000000;15.25;420;simulador-bari-1000-mil-420-meses;15.4;60;360
Bari;1050000;15.25;360;simulador-bari-1050-mil-360-meses;15.4;60;360
Bari;1050000;15.25;420;simulador-bari-1050-mil-420-meses;15.4;60;360
Bari;1100000;15.25;360;simulador-bari-1100-mil-360-meses;15.4;60;360
Bari;1100000;15.25;420;simulador-bari-1100-mil-420-meses;15.4;60;360
Bari;1150000;15.25;360;simulador-bari-1150-mil-360-meses;15.4;60;360
Bari;1150000;15.25;420;simulador-bari-1150-mil-420-meses;15.4;60;360
Bari;1200000;15.25;360;simulador-bari-1200-mil-360-meses;15.4;60;360
Bari;1200000;15.25;420;simulador-bari-1200-mil-420-meses;15.4;60;360
Bari;1250000;15.25;360;simulador-bari-1250-mil-360-meses;15.4;60;360
Bari;1250000;15.25;420;simulador-bari-1250-mil-420-meses;15.4;60;360
Bari;1300000;15.25;360;simulador-bari-1300-mil-360-meses;15.4;60;360
Bari;1300000;15.25;420;simulador-bari-1300-mil-420-meses;15.4;60;360
Bari;1350000;15.25;360;simulador-bari-1350-mil-360-meses;15.4;60;360
Bari;1350000;15.25;420;simulador-bari-1350-mil-420-meses;15.4;60;360
Bari;1400000;15.25;360;simulador-bari-1400-mil-360-meses;15.4;60;360
Bari;1400000;15.25;420;simulador-bari-1400-mil-420-meses;15.4;60;360
Bari;1450000;15.25;360;simulador-bari-1450-mil-360-meses;15.4;60;360
Bari;1450000;15.25;420;simulador-bari-1450-mil-420-meses;15.4;60;360
Bari;1500000;15.25;360;simulador-bari-1500-mil-360-meses;15.4;60;360
Bari;1500000;15.25;420;simulador-bari-1500-mil-420-meses;15.4;60;360
Cash Me;150000;16.63;360;simulador-cash-me-150-mil-360-meses;16.78;60;360
Cash Me;150000;16.63;420;simulador-cash-me-150-mil-420-meses;16.78;60;360
Cash Me;200000;16.63;360;simulador-cash-me-200-mil-360-meses;16.78;60;360
Cash Me;200000;16.63;420;simulador-cash-me-200-mil-420-meses;16.78;60;360
Cash Me;250000;16.63;360;simulador-cash-me-250-mil-360-meses;16.78;60;360
Cash Me;250000;16.63;420;simulador-cash-me-250-mil-420-meses;16.78;60;360
Cash Me;300000;16.63;360;simulador-cash-me-300-mil-360-meses;16.78;60;360
Cash Me;300000;16.63;420;simulador-cash-me-300-mil-420-meses;16.78;60;360
Cash Me;350000;16.63;360;simulador-cash-me-350-mil-360-meses;16.78;60;360
Cash Me;350000;16.63;420;simulador-cash-me-350-mil-420-meses;16.78;60;360
Cash Me;400000;16.63;360;simulador-cash-me-400-mil-360-meses;16.78;60;360
Cash Me;400000;16.63;420;simulador-cash-me-400-mil-420-meses;16.78;60;360
Cash Me;450000;16.63;360;simulador-cash-me-450-mil-360-meses;16.78;60;360
Cash Me;450000;16.63;420;simulador-cash-me-450-mil-420-meses;16.78;60;360
Cash Me;500000;16.63;360;simulador-cash-me-500-mil-360-meses;16.78;60;360
Cash Me;500000;16.63;420;simulador-cash-me-500-mil-420-meses;16.78;60;360
Cash Me;550000;16.63;360;simulador-cash-me-550-mil-360-meses;16.78;60;360
Cash Me;550000;16.63;420;simulador-cash-me-550-mil-420-meses;16.78;60;360
Cash Me;600000;16.63;360;simulador-cash-me-600-mil-360-meses;16.78;60;360
Cash Me;600000;16.63;420;simulador-cash-me-600-mil-420-meses;16.78;60;360
Cash Me;650000;16.63;360;simulador-cash-me-650-mil-360-meses;16.78;60;360
Cash Me;650000;16.63;420;simulador-cash-me-650-mil-420-meses;16.78;60;360
Cash Me;700000;16.63;360;simulador-cash-me-700-mil-360-meses;16.78;60;360
Cash Me;700000;16.63;420;simulador-cash-me-700-mil-420-meses;16.78;60;360
Cash Me;750000;16.63;360;simulador-cash-me-750-mil-360-meses;16.78;60;360
Cash Me;750000;16.63;420;simulador-cash-me-750-mil-420-meses;16.78;60;360
Cash Me;800000;16.63;360;simulador-cash-me-800-mil-360-meses;16.78;60;360
Cash Me;800000;16.63;420;simulador-cash-me-800-mil-420-meses;16.78;60;360
Cash Me;850000;16.63;360;simulador-cash-me-850-mil-360-meses;16.78;60;360
Cash Me;850000;16.63;420;simulador-cash-me-850-mil-420-meses;16.78;60;360
Cash Me;900000;16.63;360;simulador-cash-me-900-mil-360-meses;16.78;60;360
Cash Me;900000;16.63;420;simulador-cash-me-900-mil-420-meses;16.78;60;360
Cash Me;950000;16.63;360;simulador-cash-me-950-mil-360-meses;16.78;60;360
Cash Me;950000;16.63;420;simulador-cash-me-950-mil-420-meses;16.78;60;360
Cash Me;1000000;16.63;360;simulador-cash-me-1000-mil-360-meses;16.78;60;360
Cash Me;1000000;16.63;420;simulador-cash-me-1000-mil-420-meses;16.78;60;360
Cash Me;1050000;16.63;360;simulador-cash-me-1050-mil-360-meses;16.78;60;360
Cash Me;1050000;16.63;420;simulador-cash-me-1050-mil-420-meses;16.78;60;360
Cash Me;1100000;16.63;360;simulador-cash-me-1100-mil-360-meses;16.78;60;360
Cash Me;1100000;16.63;420;simulador-cash-me-1100-mil-420-meses;16.78;60;360
Cash Me;1150000;16.63;360;simulador-cash-me-1150-mil-360-meses;16.78;60;360
Cash Me;1150000;16.63;420;simulador-cash-me-1150-mil-420-meses;16.78;60;360
Cash Me;1200000;16.63;360;simulador-cash-me-1200-mil-360-meses;16.78;60;360
Cash Me;1200000;16.63;420;simulador-cash-me-1200-mil-420-meses;16.78;60;360
Cash Me;1250000;16.63;360;simulador-cash-me-1250-mil-360-meses;16.78;60;360
Cash Me;1250000;16.63;420;simulador-cash-me-1250-mil-420-meses;16.78;60;360
Cash Me;1300000;16.63;360;simulador-cash-me-1300-mil-360-meses;16.78;60;360
Cash Me;1300000;16.63;420;simulador-cash-me-1300-mil-420-meses;16.78;60;360
Cash Me;1350000;16.63;360;simulador-cash-me-1350-mil-360-meses;16.78;60;360
Cash Me;1350000;16.63;420;simulador-cash-me-1350-mil-420-meses;16.78;60;360
Cash Me;1400000;16.63;360;simulador-cash-me-1400-mil-360-meses;16.78;60;360
Cash Me;1400000;16.63;420;simulador-cash-me-1400-mil-420-meses;16.78;60;360
Cash Me;1450000;16.63;360;simulador-cash-me-1450-mil-360-meses;16.78;60;360
Cash Me;1450000;16.63;420;simulador-cash-me-1450-mil-420-meses;16.78;60;360
Cash Me;1500000;16.63;360;simulador-cash-me-1500-mil-360-meses;16.78;60;360
Cash Me;1500000;16.63;420;simulador-cash-me-1500-mil-420-meses;16.78;60;360
Daycoval;150000;16.63;360;simulador-daycoval-150-mil-360-meses;16.78;60;360
Daycoval;150000;16.63;420;simulador-daycoval-150-mil-420-meses;16.78;60;360
Daycoval;200000;16.63;360;simulador-daycoval-200-mil-360-meses;16.78;60;360
Daycoval;200000;16.63;420;simulador-daycoval-200-mil-420-meses;16.78;60;360
Daycoval;250000;16.63;360;simulador-daycoval-250-mil-360-meses;16.78;60;360
Daycoval;250000;16.63;420;simulador-daycoval-250-mil-420-meses;16.78;60;360
Daycoval;300000;16.63;360;simulador-daycoval-300-mil-360-meses;16.78;60;360
Daycoval;300000;16.63;420;simulador-daycoval-300-mil-420-meses;16.78;60;360
Daycoval;350000;16.63;360;simulador-daycoval-350-mil-360-meses;16.78;60;360
Daycoval;350000;16.63;420;simulador-daycoval-350-mil-420-meses;16.78;60;360
Daycoval;400000;16.63;360;simulador-daycoval-400-mil-360-meses;16.78;60;360
Daycoval;400000;16.63;420;simulador-daycoval-400-mil-420-meses;16.78;60;360
Daycoval;450000;16.63;360;simulador-daycoval-450-mil-360-meses;16.78;60;360
Daycoval;450000;16.63;420;simulador-daycoval-450-mil-420-meses;16.78;60;360
Daycoval;500000;16.63;360;simulador-daycoval-500-mil-360-meses;16.78;60;360
Daycoval;500000;16.63;420;simulador-daycoval-500-mil-420-meses;16.78;60;360
Daycoval;550000;16.63;360;simulador-daycoval-550-mil-360-meses;16.78;60;360
Daycoval;550000;16.63;420;simulador-daycoval-550-mil-420-meses;16.78;60;360
Daycoval;600000;16.63;360;simulador-daycoval-600-mil-360-meses;16.78;60;360
Daycoval;600000;16.63;420;simulador-daycoval-600-mil-420-meses;16.78;60;360
Daycoval;650000;16.63;360;simulador-daycoval-650-mil-360-meses;16.78;60;360
Daycoval;650000;16.63;420;simulador-daycoval-650-mil-420-meses;16.78;60;360
Daycoval;700000;16.63;360;simulador-daycoval-700-mil-360-meses;16.78;60;360
Daycoval;700000;16.63;420;simulador-daycoval-700-mil-420-meses;16.78;60;360
Daycoval;750000;16.63;360;simulador-daycoval-750-mil-360-meses;16.78;60;360
Daycoval;750000;16.63;420;simulador-daycoval-750-mil-420-meses;16.78;60;360
Daycoval;800000;16.63;360;simulador-daycoval-800-mil-360-meses;16.78;60;360
Daycoval;800000;16.63;420;simulador-daycoval-800-mil-420-meses;16.78;60;360
Daycoval;850000;16.63;360;simulador-daycoval-850-mil-360-meses;16.78;60;360
Daycoval;850000;16.63;420;simulador-daycoval-850-mil-420-meses;16.78;60;360
Daycoval;900000;16.63;360;simulador-daycoval-900-mil-360-meses;16.78;60;360
Daycoval;900000;16.63;420;simulador-daycoval-900-mil-420-meses;16.78;60;360
Daycoval;950000;16.63;360;simulador-daycoval-950-mil-360-meses;16.78;60;360
Daycoval;950000;16.63;420;simulador-daycoval-950-mil-420-meses;16.78;60;360
Daycoval;1000000;16.63;360;simulador-daycoval-1000-mil-360-meses;16.78;60;360
Daycoval;1000000;16.63;420;simulador-daycoval-1000-mil-420-meses;16.78;60;360
Daycoval;1050000;16.63;360;simulador-daycoval-1050-mil-360-meses;16.78;60;360
Daycoval;1050000;16.63;420;simulador-daycoval-1050-mil-420-meses;16.78;60;360
Daycoval;1100000;16.63;360;simulador-daycoval-1100-mil-360-meses;16.78;60;360
Daycoval;1100000;16.63;420;simulador-daycoval-1100-mil-420-meses;16.78;60;360
Daycoval;1150000;16.63;360;simulador-daycoval-1150-mil-360-meses;16.78;60;360
Daycoval;1150000;16.63;420;simulador-daycoval-1150-mil-420-meses;16.78;60;360
Daycoval;1200000;16.63;360;simulador-daycoval-1200-mil-360-meses;16.78;60;360
Daycoval;1200000;16.63;420;simulador-daycoval-1200-mil-420-meses;16.78;60;360
Daycoval;1250000;16.63;360;simulador-daycoval-1250-mil-360-meses;16.78;60;360
Daycoval;1250000;16.63;420;simulador-daycoval-1250-mil-420-meses;16.78;60;360
Daycoval;1300000;16.63;360;simulador-daycoval-1300-mil-360-meses;16.78;60;360
Daycoval;1300000;16.63;420;simulador-daycoval-1300-mil-420-meses;16.78;60;360
Daycoval;1350000;16.63;360;simulador-daycoval-1350-mil-360-meses;16.78;60;360
Daycoval;1350000;16.63;420;simulador-daycoval-1350-mil-420-meses;16.78;60;360
Daycoval;1400000;16.63;360;simulador-daycoval-1400-mil-360-meses;16.78;60;360
Daycoval;1400000;16.63;420;simulador-daycoval-1400-mil-420-meses;16.78;60;360
Daycoval;1450000;16.63;360;simulador-daycoval-1450-mil-360-meses;16.78;60;360
Daycoval;1450000;16.63;420;simulador-daycoval-1450-mil-420-meses;16.78;60;360
Daycoval;1500000;16.63;360;simulador-daycoval-1500-mil-360-meses;16.78;60;360
Daycoval;1500000;16.63;420;simulador-daycoval-1500-mil-420-meses;16.78;60;360
